,x0,x1,x2,y0,y1,y2,t0,t1,t2,d0,d1,d2,TV0,TV1,TV2,HV0,HV1,HV2,VV0,VV1,VV2,A0,A1,A2,AM0,AM1,AM2,AV0,AV1,AV2,J0,J1,J2,Seg_id,avg_x,avg_y,avg_t,avg_d,avg_tv,avg_hv,avg_vv,avg_a,avg_am,avg_av,avg_j,min_x,max_x,min_y,max_y,min_vv,max_vv,min_hv,max_hv,min_tv,max_tv,min_a,max_a,min_am,max_am,min_j,max_j,min_d,max_d,min_av,max_av,min_t,max_t,label
0,728,729,730,214,213,212,28630.89999999944,28643.700000000183,28656.0,0.0,1.4142135623730951,1.4142135623730951,0.0,0.1149767123897976,0.1198486069826626,0.0,0.0781249999954525,0.0813008130093612,0.0,0.0781249999954525,0.0813008130093612,0.0,0.009347700194434,0.0101566616088605,0.0,0.7853981633974483,0.7853981633974483,0.0,0.061359231511854,0.0,0.0,0.0007302890776476,6.576922068607689e-05,1.0,729.0,213.0,28643.53333333321,0.9428090415820635,0.07827510645748674,0.05314193766827124,0.08024220867139163,0.006501453934431499,0.5235987755982988,0.020453077170618,0.0002653527661112256,728,730,212,214,0.0,0.0813008130093612,0.0,0.0813008130093612,0.0,0.1198486069826626,0.0,0.0101566616088605,0.0,0.7853981633974483,0.0,0.0007302890776476,0.0,1.4142135623730951,0.0,0.061359231511854,28630.89999999944,28656.0,4
1,730,732,733,210,209,207,28667.799999999814,28681.5,28692.299999999814,2.0,2.23606797749979,2.23606797749979,0.1459854014578692,0.2070433312535513,0.1746928107447131,0.0,0.1459854014578692,0.0925925925941895,0.1694915254264042,0.0729927007289346,0.185185185188379,0.0106558687194076,0.0191706788201039,0.0136478758396293,1.5707963267948966,0.4636476090008061,1.1071487177940904,0.0665591663906649,0.0808137750203677,0.0595834360004057,4.230568733516566e-05,0.0006215189854438,0.000511370646349,2.0,731.6666666666666,208.66666666666666,28680.53333333321,2.1573786516665265,0.1759071811520445,0.0795259980173529,0.1412543930801459,0.0144914744597136,1.0471975511965976,0.0689854591371461,0.0003917317730426552,730,733,207,210,0.0729927007289346,0.185185185188379,0.0,0.1459854014578692,0.1459854014578692,0.2070433312535513,0.0106558687194076,0.0191706788201039,0.4636476090008061,1.5707963267948966,4.230568733516566e-05,0.0006215189854438,2.0,2.23606797749979,0.0595834360004057,0.0808137750203677,28667.799999999814,28692.299999999814,4
2,735,742,752,206,202,199,28705.099999999627,28729.200000000183,28744.39999999944,2.23606797749979,8.06225774829855,10.44030650891055,0.0927829036285453,0.530411693993009,0.984934576260394,0.1562500000022737,0.290456431528535,0.6578947368743533,0.0781250000011368,0.1659751037305914,0.1973684210623059,0.0038499130135433,0.034895506185461,0.0929183562460822,0.4636476090008061,0.5191461142465229,0.2914567944778671,0.0502735241252069,0.0023028425412626,0.01497956051183,0.0007654658457991,0.0012881988867716,0.0038172927673332,3.0,743.0,202.33333333333334,28726.233333333086,6.912877411569629,0.5360430579606494,0.36820038946838735,0.4339898631558226,0.04388792514836217,0.4247501725750653,0.022518642392766502,0.0019569858333013,735,752,199,206,0.0781250000011368,0.1973684210623059,0.1562500000022737,0.6578947368743533,0.0927829036285453,0.984934576260394,0.0038499130135433,0.0929183562460822,0.2914567944778671,0.5191461142465229,0.0007654658457991,0.0038172927673332,2.23606797749979,10.44030650891055,0.0023028425412626,0.0502735241252069,28705.099999999627,28744.39999999944,4
3,768,844,889,194,182,180,28755.0,28779.5,28794.0,16.76305461424021,76.94153624668537,45.044422518220834,0.6842063107853147,5.306312844598991,4.021823439059975,1.5094339621845791,3.1020408163265305,3.103448275862069,0.4716981131826809,0.4897959183673469,0.1379310344827586,0.0279267881953189,0.3659526099723442,0.3590913784815258,0.3028848683749714,0.1566018769820153,0.0444152152469108,0.0010781201789152,0.0059707343425696,0.0077370111541451,0.0061312800044657,0.0137969723174296,0.0004731883786771,4.0,833.6666666666666,185.33333333333334,28776.166666666668,46.24967112638214,3.337447531481427,2.5716410181243927,2.617618029618646,0.250990258883063,0.1679673202012992,0.0049286218918766335,0.0068004802335241326,768,889,180,194,0.1379310344827586,0.4897959183673469,1.5094339621845791,3.103448275862069,0.6842063107853147,5.306312844598991,0.0279267881953189,0.3659526099723442,0.0444152152469108,0.3028848683749714,0.0004731883786771,0.0137969723174296,16.76305461424021,76.94153624668537,0.0010781201789152,0.0077370111541451,28755.0,28794.0,4
4,937,1029,1071,183,200,212,28805.200000000183,28828.700000000183,28842.099999999627,48.0936586256442,93.55746896961249,43.68065933568311,2.0465386649210298,6.981900669665217,1.8827870403160525,4.285714285643011,3.914893617021277,3.13432835833966,0.2678571428526882,0.723404255319149,0.8955223880970457,0.0870867516987672,0.5210373634295798,0.0811546138060748,0.0624188099959573,0.1827215607620975,0.2782996590051113,0.0016074638168524,0.0051192659900485,0.0071326938990298,0.0242861273909138,0.0184659834779069,0.0328270708687946,5.0,1012.3333333333334,198.33333333333334,28825.333333333332,61.77726231031327,3.637075458300767,3.778312087001316,4.076819549700331,0.22975957631147395,0.17448000992105536,0.0046198079019769,0.0251930605792051,937,1071,183,212,0.2678571428526882,0.8955223880970457,3.13432835833966,4.285714285643011,1.8827870403160525,6.981900669665217,0.0811546138060748,0.5210373634295798,0.0624188099959573,0.2782996590051113,0.0184659834779069,0.0328270708687946,43.68065933568311,93.55746896961249,0.0016074638168524,0.0071326938990298,28805.200000000183,28842.099999999627,4
5,1152,1192,1226,236,253,270,28865.299999999814,28879.200000000183,28890.5,84.48076704197234,43.46262762420146,38.01315561749642,6.077753024439439,3.8462502322936176,1.5144683513171555,3.4913793103167965,2.8776978416494945,3.0088495575717205,1.034482758612384,1.2230215827010351,1.5044247787858602,0.4372484190127015,0.3403761267572582,0.0603373845155232,0.2880554470506258,0.4018706474404565,0.4636476090008061,0.0004205081054067,0.008188143912718,0.0054669877487936,0.0153488709139555,0.0069692296584782,0.0247821895793231,6.0,1190.0,253.0,28878.333333333332,55.318850094556744,3.812823869350071,3.1259755698460037,3.6274504961079574,0.27932064342849433,0.3845245678306295,0.0046918799223061,0.015700096717252268,1152,1226,236,270,1.034482758612384,1.5044247787858602,2.8776978416494945,3.4913793103167965,1.5144683513171555,6.077753024439439,0.0603373845155232,0.4372484190127015,0.2880554470506258,0.4636476090008061,0.0069692296584782,0.0247821895793231,38.01315561749642,84.48076704197234,0.0004205081054067,0.008188143912718,28865.299999999814,28890.5,4
6,1290,1310,1305,298,303,303,28915.599999999627,28927.700000000183,29275.39999999944,69.85699678629192,20.615528128088304,5.0,5.773305519261639,0.0592911364053278,0.4347826086956521,2.5498007968505925,1.6528925619071384,0.0143802128271806,1.1155378486221343,0.4132231404767846,0.0,0.4771326875202495,0.0001705238320548,0.0378071833648393,0.4124104415973873,0.2449786631268641,3.141592653589793,0.002041321410525,0.0138373370630405,0.0083307851322091,0.0166053905582036,0.0394183606335676,0.0001082446348371,7.0,1301.6666666666667,301.3333333333333,29039.56666666642,31.82417497146007,2.0891264214542065,1.405691190528304,1.405691190528304,0.17170346490571453,1.266327252771348,0.0080698145352582,0.0187106652755361,1290,1310,298,303,0.0,1.1155378486221343,0.0143802128271806,2.5498007968505925,0.0592911364053278,5.773305519261639,0.0001705238320548,0.4771326875202495,0.2449786631268641,3.141592653589793,0.0001082446348371,0.0394183606335676,5.0,69.85699678629192,0.002041321410525,0.0138373370630405,28915.599999999627,29275.39999999944,4
7,1298,1288,1274,302,299,296,29286.89999999944,29298.700000000183,29312.200000000183,7.071067811865476,10.44030650891055,14.317821063276352,0.5992430348660174,0.7733560376970778,1.2670638109302976,0.6086956521739131,0.8474576270651352,1.037037037037037,0.0869565217391304,0.2542372881195405,0.2222222222222222,0.0507833080362865,0.0572856324220057,0.1121295407921401,2.999695598985629,2.8501358591119264,2.930499320367047,0.0123388743134055,0.0126745542257847,0.0059528489818607,0.0011283586670823,0.0005510444394329,0.004062511731121,8.0,1286.6666666666667,299.0,29299.266666666605,10.609731794684127,0.8798876278311308,0.8310634387586951,0.9051375128327693,0.0733994937501441,2.9267769261548673,0.010322092507016966,0.0019139716125454002,1274,1298,296,302,0.0869565217391304,0.2542372881195405,0.6086956521739131,1.037037037037037,0.5992430348660174,1.2670638109302976,0.0507833080362865,0.1121295407921401,2.8501358591119264,2.999695598985629,0.0005510444394329,0.004062511731121,7.071067811865476,14.317821063276352,0.0059528489818607,0.0126745542257847,29286.89999999944,29312.200000000183,4
8,1256,1234,1190,291,286,280,29323.5,29336.5,29360.0,18.68154169226941,22.56102834535696,44.40720662234904,1.437041668636108,0.9600437593768916,3.1719433301677884,1.592920354008558,1.6923076923076923,1.872340425531915,0.4424778761134883,0.3846153846153846,0.2553191489361702,0.1105416668181621,0.0408529259309315,0.2265673807262706,2.8706458032513726,2.91811605244916,3.0060649396042924,0.0052967714262531,0.003651557630599,0.0037425058363886,0.0001405198207083,0.0053606723759408,0.0079027427572484,9.0,1226.6666666666667,285.6666666666667,29340.0,28.549925553325135,1.8563429193935963,1.7191894906160552,1.8042958735947785,0.12598732449178807,2.931608931768275,0.0042302782977469006,0.004467978317965833,1190,1256,280,291,0.2553191489361702,0.4424778761134883,1.592920354008558,1.872340425531915,0.9600437593768916,3.1719433301677884,0.0408529259309315,0.2265673807262706,2.8706458032513726,3.0060649396042924,0.0001405198207083,0.0079027427572484,18.68154169226941,44.40720662234904,0.003651557630599,0.0052967714262531,29323.5,29360.0,4
9,1167,1134,1123,279,278,278,29374.0,29399.0,29409.700000000183,23.021728866442675,33.015148038438355,11.0,0.920869154657707,3.0855278540059468,0.0342039800995421,1.6428571428571428,1.32,1.028037383159674,0.0714285714285714,0.04,0.0,0.0368347661863082,0.2883670891544144,0.0001063556595136,3.0981417581982624,3.111298893671018,3.141592653589793,0.0065769156138549,0.0005262854189102,0.002831192515724,0.0135523296099973,0.0100612929187242,0.0269402554663441,10.0,1141.3333333333333,278.3333333333333,29394.233333333395,22.345625634960342,1.3468669962543984,1.330298175338939,1.330298175338939,0.10843607033341207,3.1170111018196915,0.003311464516163033,0.016851292665021864,1123,1167,278,279,0.0,0.0714285714285714,1.028037383159674,1.6428571428571428,0.0342039800995421,3.0855278540059468,0.0001063556595136,0.2883670891544144,3.0981417581982624,3.141592653589793,0.0100612929187242,0.0269402554663441,11.0,33.015148038438355,0.0005262854189102,0.0065769156138549,29374.0,29409.700000000183,4
